TPA,BENEFL,Clarity Benefit Solutions,77 Brant Avenue,Suite 206,Clark,NJ,07066,,,,,
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20150801            ,20160731            ,,20160930            ,60,0.00,0.00
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20160801            ,20170731            ,,20170930            ,60,0.00,0.00
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20170801            ,20180731            ,,20180930            ,60,0.00,0.00
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20180801            ,20190731            ,,20190930            ,60,0.00,0.00
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20190801            ,20200531            ,,20200831            ,60,0.00,0.00
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20200601            ,20201231            ,,20210331            ,60,0.00,0.00
EMP,BENEFL,BENASTHO,ASTHO,351044487,2231 Crystal Dr ,Suite 450 ,Arlington,VA,22202,rwest@astho.org,,
PLN,BENEFL,BENASTHO,ASTHO,DCP,DCA,20201001            ,20210930            ,,20211231            ,30,0.00,5000.00
PLN,BENEFL,BENASTHO,ASTHO,FSA,MED,20201001            ,20210930            ,,20211231            ,30,0.00,2750.00
PLN,BENEFL,BENASTHO,ASTHO,RO3,DCA-ROLL,20201001            ,20210930            ,,20211231            ,90,0.00,0.01
PLN,BENEFL,BENASTHO,ASTHO,ROL,FSAROLL,20201001            ,20210930            ,,20211231            ,90,0.00,0.01
EMP,BENEFL,BENWYTHE,80 Wythe LLC,451328864,80 Wythe Avenue,,Brooklyn,NY,11249,jennifer@wythehotel.com,347-390-0922,
PLN,BENEFL,BENWYTHE,80 Wythe LLC,HRA,HRA-HIGH,20180401            ,20190331            ,,20190930            ,180,4550.00,9100.00
PLN,BENEFL,BENWYTHE,80 Wythe LLC,HRA,HRA-HIGH,20190401            ,20200331            ,,20200930            ,180,4550.00,9100.00
PLN,BENEFL,BENWYTHE,80 Wythe LLC,HRA,HRA-HIGH,20200401            ,20210331            ,,20210930            ,180,4900.00,9800.00
PLN,BENEFL,BENWYTHE,80 Wythe LLC,HRA,HRA-LOW,20180401            ,20190331            ,,20190930            ,180,2550.00,5100.00
PLN,BENEFL,BENWYTHE,80 Wythe LLC,HRA,HRA-LOW,20190401            ,20200331            ,,20200930            ,180,2550.00,5100.00
PLN,BENEFL,BENWYTHE,80 Wythe LLC,HRA,HRA-LOW,20200401            ,20210331            ,,20210930            ,180,2900.00,5800.00
EMP,BENEFL,BENXTTECH,"Xtreme Technologies Group, LLC",223683939,"Attn: Dawn Shelko   135 Gaither Drive, Suite F",,Mount Laurel,NJ,08054,dshelko@xtechs.com,856-273-7800,
PLN,BENEFL,BENXTTECH,"Xtreme Technologies Group, LLC",HRA,HRA,20200201            ,20210131            ,,20210430            ,90,0.00,0.00
EMP,BENEFL,BENYBPCS,YouthBuild Philadelphia Charter School,232728467,"1231 N. Broad St., 3rd Floor",,Philadelphia,PA,19122,tdoyle@youthbuildphilly.org,215-627-8671,
PLN,BENEFL,BENYBPCS,YouthBuild Philadelphia Charter School,HRA,HRA,20201001            ,20210930            ,,20211231            ,90,0.00,0.00
EMP,BENEFL,BENYESHLD,Yes & Holdings LLC,121212123,1700 Diagonal Road #450,,Alexandria,VA,22314,askillin@yesandagency.com,703-823-1600,
PLN,BENEFL,BENYESHLD,Yes & Holdings LLC,DCP,DCA,20180601            ,20190531            ,GRACE,20190915            ,90,500.00,5000.00
PLN,BENEFL,BENYESHLD,Yes & Holdings LLC,FSA,MED,20180601            ,20190531            ,GRACE,20190915            ,90,0.00,2650.00
PLN,BENEFL,BENYESHLD,Yes & Holdings LLC,HRA,HRA,20180601            ,20190531            ,,20190831            ,90,750.00,750.00
PLN,BENEFL,BENYESHLD,Yes & Holdings LLC,PKG,PRK,20180601            ,20190531            ,,20190531            ,0,0.00,0.00
PLN,BENEFL,BENYESHLD,Yes & Holdings LLC,TRN,TRN,20180601            ,20190531            ,,20190531            ,,0.00,0.00
EMP,BENEFL,BENYMCA,The Summit Area YMCA,221487392,The Summit Area YMCA,99 Morris Ave,Summit,NJ,07901,eileen.morris@thesay.org,908-273-4270,
PLN,BENEFL,BENYMCA,The Summit Area YMCA,DCP,DCA,20120101            ,20121231            ,,20130331            ,,0.00,5000.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,DCP,DCA,20130101            ,20131231            ,,20140331            ,,0.00,0.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,DCP,DCA,20140101            ,20141231            ,,20150331            ,,0.00,0.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,DCP,DCA,20150101            ,20151231            ,,20160331            ,,0.00,5000.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,DCP,DCA,20160101            ,20161231            ,,20170331            ,,0.00,5000.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,DCP,DCA,20170101            ,20171231            ,,20180331            ,90,0.00,5000.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,DCP,DCA,20180101            ,20181231            ,,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,DCP,DCA,20190101            ,20191231            ,,20200331            ,90,0.00,5000.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,DCP,DCA,20200101            ,20201231            ,,20210331            ,90,0.00,5000.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,FSA,MED,20110101            ,20111231            ,,20120415            ,,240.00,5000.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,FSA,MED,20120101            ,20121231            ,GRACE,20130415            ,,240.00,5000.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,FSA,MED,20130101            ,20131231            ,GRACE,20140430            ,,0.00,0.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,FSA,MED,20140101            ,20141231            ,GRACE,20150415            ,90,0.00,2500.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,FSA,MED,20150101            ,20151231            ,GRACE,20160415            ,90,0.00,2550.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,FSA,MED,20160101            ,20161231            ,GRACE,20170415            ,90,0.00,2550.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,FSA,MED,20170101            ,20171231            ,GRACE,20180430            ,90,0.00,2650.10
PLN,BENEFL,BENYMCA,The Summit Area YMCA,FSA,MED,20180101            ,20181231            ,GRACE,20190430            ,90,0.00,2650.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,FSA,MED,20190101            ,20191231            ,GRACE,20200415            ,90,0.00,2700.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,FSA,MED,20200101            ,20201231            ,GRACE,20210415            ,90,0.00,2750.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,HC2,FSALIMITED,20150101            ,20151231            ,GRACE,20160331            ,90,0.00,2550.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,HC2,FSALIMITED,20160101            ,20161231            ,GRACE,20170415            ,90,0.00,2550.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,HC2,FSALIMITED,20170101            ,20171231            ,GRACE,20180430            ,90,0.00,2650.10
PLN,BENEFL,BENYMCA,The Summit Area YMCA,HC2,FSALIMITED,20180101            ,20181231            ,GRACE,20190430            ,90,0.00,2650.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,HC2,FSALIMITED,20190101            ,20191231            ,GRACE,20200415            ,90,0.00,2700.00
PLN,BENEFL,BENYMCA,The Summit Area YMCA,LPF,LPFSA,20200101            ,20201231            ,GRACE,20210415            ,90,0.00,2750.00
EMP,BENEFL,BENYORKEC,Yorke Construction Corporation,132779050,"Attn:  Fran Lora  140 West 31st St., 4th Floor",,New York,NY,10001,fran@yorkeconstruction.com,212-564-8467,
PLN,BENEFL,BENYORKEC,Yorke Construction Corporation,DCP,DCA,20200101            ,20201231            ,,20210331            ,60,100.00,5000.00
PLN,BENEFL,BENYORKEC,Yorke Construction Corporation,FSA,MED,20200101            ,20201231            ,,20210331            ,90,100.00,2750.00
PLN,BENEFL,BENYORKEC,Yorke Construction Corporation,HRA,HRA,20190101            ,20191231            ,,20210331            ,60,0.00,0.00
PLN,BENEFL,BENYORKEC,Yorke Construction Corporation,HRA,HRA,20200101            ,20201231            ,,20210331            ,60,0.00,0.00
PLN,BENEFL,BENYORKEC,Yorke Construction Corporation,LPF,LPFSA,20200101            ,20201231            ,,20210331            ,60,100.00,2750.00
PLN,BENEFL,BENYORKEC,Yorke Construction Corporation,RO2,LPFSAROL,20200101            ,20201231            ,,20210331            ,60,0.00,0.01
PLN,BENEFL,BENYORKEC,Yorke Construction Corporation,RO3,DCA-ROLL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
PLN,BENEFL,BENYORKEC,Yorke Construction Corporation,ROL,FSAROL,20200101            ,20201231            ,,20210331            ,60,0.00,0.01
EMP,BENEFL,BENYPSI,Charter Township of Ypsilanti,386007433,7200 S Huron Drive,,Ypsilanti,MI,48197,kwallin@ytown.org; jneel@ytown.org,734-484-0065,
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,DCP,DCA,20170101            ,20171231            ,,20180331            ,90,0.00,5000.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,DCP,DCA,20180101            ,20181231            ,,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,DCP,DCA,20190101            ,20191231            ,GRACE,20201231            ,90,0.00,5000.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,DCP,DCA,20200101            ,20201231            ,,20210331            ,90,0.00,5000.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,FSA,MED,20170101            ,20171231            ,,20180331            ,90,0.00,2600.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,FSA,MED,20180101            ,20181231            ,,20190331            ,90,0.00,2650.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,FSA,MED,20190101            ,20191231            ,ROLLOVER,20200331            ,90,0.00,2700.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,FSA,MED,20200101            ,20201231            ,ROLLOVER,20210331            ,90,0.00,2750.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,HRA,ACTIVE,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,HRA,ACTIVE,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,HRA,ACTIVE,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,HRA,ACTIVE,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,HRA,MAPD-RETIREES,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,HRA,MAPD-RETIREES,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,HRA,MAPD-RETIREES,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,HRA,MAPD-RETIREES,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,RO3,DCA-ROLL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,ROL,FSAROLL,20180101            ,20181231            ,,20190331            ,90,0.00,500.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,ROL,FSAROLL,20190101            ,20191231            ,,20200331            ,90,0.00,500.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,ROL,FSAROLL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,RX1,POST-DED-RX,20180101            ,20180102            ,,20180102            ,0,0.00,0.00
PLN,BENEFL,BENYPSI,Charter Township of Ypsilanti,RX1,RX-COPAY,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
EMP,BENEFL,BENYRCHNY,Your Choice of NY INC,472816155,C/O TK & LC Homecare,6717 11Th Ave  1st Floor,Brooklyn,NY,11219,tklc2018@gmail.com,718-915-0303,
PLN,BENEFL,BENYRCHNY,Your Choice of NY INC,DCP,DCA,20190601            ,20200531            ,,20200531            ,90,0.00,5000.00
PLN,BENEFL,BENYRCHNY,Your Choice of NY INC,HRP,HRADV,20190601            ,20200531            ,,20200531            ,90,0.00,0.00
PLN,BENEFL,BENYRCHNY,Your Choice of NY INC,TRN,TRN,20190601            ,20200531            ,,20200531            ,90,0.00,0.00
PLN,BENEFL,BENYRCHNY,Your Choice of NY INC,U23,UNIVERSAL,20200601            ,20210531            ,GRACE,20210815            ,365,0.00,0.00
PLN,BENEFL,BENYRCHNY,Your Choice of NY INC,UA9,CELL,20190601            ,20200531            ,,20200531            ,90,0.00,0.00
EMP,BENEFL,BENYWCANY,YWCA of the City of New York,131624230,"50 Broadway, 13th Floor",8455214411,New York,NY,10004,cyoung@ywcanyc.org; gcoy@ywcanyc.org,212-735-9817,
PLN,BENEFL,BENYWCANY,YWCA of the City of New York,HRA,HRA,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENYWCANY,YWCA of the City of New York,HRA,HRA,20180101            ,20180430            ,,20180731            ,90,0.00,0.00
PLN,BENEFL,BENYWCANY,YWCA of the City of New York,HRA,HRA,20180501            ,20190430            ,,20190731            ,90,0.00,0.00
PLN,BENEFL,BENYWCANY,YWCA of the City of New York,HRA,HRA,20190501            ,20200430            ,,20200731            ,90,0.00,0.00
PLN,BENEFL,BENYWCANY,YWCA of the City of New York,HRA,HRA,20200501            ,20210430            ,,20210731            ,90,0.00,0.00
PLN,BENEFL,BENYWCANY,YWCA of the City of New York,PCC,FUNDING-HRA,20170901            ,20180430            ,,20180430            ,,0.00,0.00
EMP,BENEFL,BENZANTEC,"Zantech IT Services, Inc",261586127,8300 Boone Blvd,Suite 300,Tysons Corner,VA,22182,kbarker@zantechit.com,703-286-7384,
PLN,BENEFL,BENZANTEC,"Zantech IT Services, Inc",DCP,DCA,20200901            ,20210831            ,,20210831            ,30,0.00,5000.00
PLN,BENEFL,BENZANTEC,"Zantech IT Services, Inc",FSA,MED,20200901            ,20210831            ,,20210831            ,30,0.00,2000.00
EMP,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",113007351,200 Motor Pkwy D21,,Hauppauge,NY,11788,jr@astralease.com,631-265-8933,
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",HRA,HRA,20120101            ,20121231            ,,20130315            ,,2850.00,5700.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",HRA,HRA,20130101            ,20131231            ,,20140331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",HRA,HRA,20140101            ,20141231            ,,20150331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",HRA,HRA,20150101            ,20151231            ,,20160331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",HRA,HRA,20160101            ,20161231            ,,20170331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",HRA,HRA,20170101            ,20171231            ,,20180331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",HRA,HRA,20180101            ,20181231            ,,20190331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",HRA,HRA,20190101            ,20191231            ,,20200531            ,90,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",HRA,HRA,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",MRX,HRA,20120101            ,20121231            ,,20130331            ,,2850.00,5700.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",MRX,HRA,20130101            ,20131231            ,,20140331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",MRX,HRA,20140101            ,20141231            ,,20150331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",MRX,HRA,20150101            ,20151231            ,,20160331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",MRX,HRA,20160101            ,20161231            ,,20170331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",MRX,HRA,20170101            ,20171231            ,,20180331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",MRX,HRA,20180101            ,20181231            ,,20190331            ,,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",MRX,HRA,20190101            ,20191231            ,,20200531            ,90,0.00,0.00
PLN,BENEFL,BENASTRAL,"Astralease Associates, Inc. ",MRX,HRA,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
EMP,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",133533097,1211 Avenue of the Americas,40th flr,New York,NY,10036,mcascio@zeklaw.com,212-223-0400 x679,
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20090101            ,20091231            ,,20100331            ,90,0.00,5000.04
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20100101            ,20101231            ,,20110331            ,90,0.00,5000.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20110101            ,20111231            ,,20120331            ,,0.00,5000.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20120101            ,20121231            ,,20130331            ,,0.00,5000.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20130101            ,20131231            ,,20140331            ,,0.00,0.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20140101            ,20141231            ,,20150331            ,,0.00,0.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20150101            ,20151231            ,,20160331            ,,0.00,0.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20160101            ,20161231            ,,20170331            ,,0.00,0.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20170101            ,20171231            ,,20180331            ,,0.00,0.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20180101            ,20181231            ,,20190331            ,,0.00,0.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",DCP,DCA,20190101            ,20190101            ,,20190101            ,,0.00,0.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",FSA,MED,20090101            ,20091231            ,,20100331            ,90,0.00,5000.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",FSA,MED,20100101            ,20101231            ,,20110331            ,90,0.00,2500.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",FSA,MED,20110101            ,20111231            ,,20120331            ,,0.00,5000.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",FSA,MED,20120101            ,20121231            ,,20130331            ,,0.00,5000.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",FSA,MED,20130101            ,20131231            ,,20140331            ,,0.00,0.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",FSA,MED,20140101            ,20141231            ,,20150331            ,,0.00,0.00
PLN,BENEFL,BENZEICHN,"Zeichner, Ellman & Krause",FSA,MED,20150101            ,20151231            ,,20160331            ,,0.00,0.00
